10313,28
10313,32
10313,36
10313,37
10313,84
10313,129
10313,138
10313,169
10313,172
10313,218
10313,276
10313,316
10313,318
10313,345
10313,359
10313,391
10313,394
10313,429
10313,506
10313,566
10313,592
10313,595
10313,621
10313,628
10313,728
10313,742
10313,749
10313,797
10313,803
10313,831
10313,896
10313,901
10313,904
10313,912
10313,1018
10313,1033
10313,1079
10313,1156
10313,1179
10313,1397
10313,1439
10313,1538
10313,1637
10313,1644
10313,1647
10313,1664
10313,1787
10313,2004
10313,2074
10313,2085
10313,2246
10313,2307
10313,2384
10313,2465
10313,2507
10313,2529
10313,2629
10313,2645
10313,2672
10313,2772
10313,2847
10313,2850
10313,2913
10313,2938
10313,2946
10313,3037
10313,3055
10313,3090
10313,3102
10313,3142
10313,3255
10313,3283
10313,3567
10313,3599
10313,3690
10313,3714
10313,3741
10313,3763
10313,3920
10313,4020
10313,4164
10313,4181
10313,4189
10313,4218
10313,4224
10313,4233
10313,4288
10313,4321
10313,4374
10313,4516
10313,4543
10313,4625
10313,4630
10313,4814
10313,4832
10313,4874
10313,4889
10313,4908
10313,4955
10313,4961
10313,4992
10313,5001
10313,5058
10313,5078
10313,5262
10313,5421
10313,5517
10313,5545
10313,5650
10313,5705
10313,5886
10313,5918
10313,6016
10313,6093
10313,6163
10313,6175
10313,6348
10313,6352
10313,6360
10313,6384
10313,6403
10313,6614
10313,6623
10313,6701
10313,6709
10313,6780
10313,6938
10313,7125
10313,7133
10313,7163
10313,7307
10313,7472
10313,7479
10313,7551
10313,7846
10313,7917
10313,8015
10313,8039
10313,8098
10313,8177
10313,8211
10313,8304
10313,8404
10313,8416
10313,8462
10313,8756
10313,9044
10313,9069
10313,9073
10313,9115
10313,9181
10313,9242
10313,9297
10313,9511
10313,9571
10313,9617
10313,9670
10313,9707
10313,9718
10313,9727
10313,9745
10313,9747
10313,9805
10313,9812
10313,9915
10313,9917
10313,10143
10314,28
10314,45
10314,48
10314,74
10314,77
10314,123
10314,124
10314,126
10314,141
10314,166
10314,208
10314,213
10314,225
10314,266
10314,274
10314,276
10314,287
10314,296
10314,302
10314,304
10314,305
10314,311
10314,318
10314,322
10314,329
10314,333
10314,337
10314,339
10314,346
10314,349
10314,362
10314,375
10314,377
10314,385
10314,397
10314,405
10314,424
10314,427
10314,457
10314,463
10314,473
10314,479
10314,491
10314,498
10314,502
10314,507
10314,527
10314,529
10314,532
10314,539
10314,543
10314,550
10314,560
10314,586
10314,594
10314,601
10314,607
10314,615
10314,616
10314,621
10314,624
10314,638
10314,648
10314,657
10314,669
10314,671
10314,677
10314,681
10314,697
10314,701
10314,724
10314,729
10314,763
10314,773
10314,775
10314,779
10314,798
10314,799
10314,802
10314,811
10314,814
10314,827
10314,841
10314,849
10314,856
10314,868
10314,886
10314,890
10314,903
10314,906
10314,921
10314,925
10314,926
10314,927
10314,940
10314,961
10314,965
10314,970
10314,972
10314,979
10314,983
10314,990
10314,1010
10314,1018
10314,1020
10314,1025
10314,1026
10314,1036
10314,1037
10314,1043
10314,1076
10314,1097
10314,1108
10314,1110
10314,1122
10314,1126
10314,1129
10314,1137
10314,1139
10314,1153
10314,1154
10314,1166
10314,1198
10314,1203
10314,1204
10314,1211
10314,1215
10314,1218
10314,1219
10314,1220
10314,1225
10314,1238
10314,1248
10314,1267
10314,1292
10314,1304
10314,1326
10314,1380
10314,1387
10314,1393
10314,1394
10314,1415
10314,1427
10314,1428
10314,1429
10314,1432
10314,1433
10314,1440
10314,1454
10314,1461
10314,1481
10314,1482
10314,1488
10314,1510
10314,1513
10314,1518
10314,1522
10314,1534
10314,1546
10314,1583
10314,1587
10314,1608
10314,1612
10314,1627
10314,1639
10314,1669
10314,1674
10314,1676
10314,1697
10314,1700
10314,1707
10314,1725
10314,1731
10314,1740
10314,1748
10314,1751
10314,1764
10314,1787
10314,1804
10314,1811
10314,1816
10314,1826
10314,1832
10314,1839
10314,1843
10314,1852
10314,1856
10314,1874
10314,1898
10314,1913
10314,1914
10314,1924
10314,1978
10314,1980
10314,1990
10314,1999
10314,2004
10314,2017
10314,2050
10314,2061
10314,2079
10314,2084
10314,2086
10314,2092
10314,2108
10314,2109
10314,2114
10314,2138
10314,2140
10314,2142
10314,2152
10314,2153
10314,2170
10314,2176
10314,2196
10314,2206
10314,2213
10314,2215
10314,2245
10314,2256
10314,2257
10314,2273
10314,2294
10314,2295
10314,2296
10314,2301
10314,2310
10314,2329
10314,2340
10314,2387
10314,2404
10314,2409
10314,2433
10314,2442
10314,2449
10314,2453
10314,2454
10314,2455
10314,2469
10314,2471
10314,2488
10314,2496
10314,2500
10314,2513
10314,2517
10314,2520
10314,2522
10314,2533
10314,2543
10314,2562
10314,2582
10314,2586
10314,2607
10314,2623
10314,2633
10314,2639
10314,2646
